frame,objeto,confianza,id,matricula
639,car,0.73,1,
639,car,0.44,48,
639,car,0.84,253,
639,car,0.23,270,
639,car,0.66,281,
639,car,0.19,288,
639,car,0.26,295,
640,car,0.74,1,
640,car,0.31,48,
640,car,0.84,253,
640,car,0.27,270,
640,car,0.64,281,
640,car,0.12,288,
640,car,0.30,295,
641,car,0.74,1,
641,car,0.32,48,
641,car,0.80,253,
641,car,0.27,270,
641,car,0.65,281,
641,car,0.18,288,
641,car,0.33,295,
642,car,0.68,1,
642,car,0.28,48,
642,car,0.71,253,
642,car,0.26,270,
642,car,0.63,281,
642,car,0.14,288,
642,car,0.26,295,
643,car,0.71,1,
643,car,0.33,48,
643,car,0.79,253,
643,car,0.22,270,
643,car,0.56,281,
643,car,0.15,288,
643,car,0.28,295,
644,car,0.70,1,
644,car,0.32,48,
644,car,0.75,253,
644,car,0.22,270,
644,car,0.54,281,
644,car,0.14,288,
644,car,0.29,295,
644,car,0.47,287,
645,car,0.66,1,
645,car,0.37,48,
645,car,0.61,253,
645,car,0.24,270,
645,car,0.57,281,
645,car,0.13,288,
645,car,0.24,295,
645,car,0.23,287,
646,car,0.69,1,
646,car,0.38,48,
646,car,0.79,253,
646,car,0.27,270,
646,car,0.61,281,
646,car,0.12,288,
646,car,0.22,295,
646,car,0.21,287,
647,car,0.70,1,
647,car,0.39,48,
647,car,0.77,253,
647,car,0.29,270,
647,car,0.61,281,
647,car,0.12,288,
647,car,0.18,295,
648,car,0.66,1,
648,car,0.40,48,
648,car,0.69,253,
648,car,0.27,270,
648,car,0.60,281,
648,car,0.14,295,
649,car,0.72,1,
649,car,0.40,48,
649,car,0.72,253,
649,car,0.28,270,
649,car,0.64,281,
649,car,0.23,295,
650,car,0.73,1,
650,car,0.33,48,
650,car,0.84,253,
650,car,0.30,270,
650,car,0.62,281,
650,car,0.20,295,
651,car,0.73,1,
651,car,0.32,48,
651,car,0.86,253,
651,car,0.22,270,
651,car,0.66,281,
651,car,0.12,295,
652,car,0.73,1,
652,car,0.36,48,
652,car,0.88,253,
652,car,0.24,270,
652,car,0.67,281,
653,car,0.71,1,
653,car,0.36,48,
653,car,0.88,253,
653,car,0.34,270,
653,car,0.68,281,
654,car,0.75,1,
654,car,0.33,48,
654,car,0.87,253,
654,car,0.43,270,
654,car,0.67,281,
655,car,0.70,1,
655,car,0.34,48,
655,car,0.89,253,
655,car,0.22,270,
655,car,0.68,281,
656,car,0.69,1,
656,car,0.37,48,
656,car,0.84,253,
656,car,0.16,270,
656,car,0.68,281,
657,car,0.70,1,
657,car,0.39,48,
657,car,0.85,253,
657,car,0.21,270,
657,car,0.65,281,
658,car,0.70,1,
658,car,0.38,48,
658,car,0.85,253,
658,car,0.29,270,
658,car,0.64,281,
659,car,0.67,1,
659,car,0.36,48,
659,car,0.89,253,
659,car,0.24,270,
659,car,0.67,281,
660,car,0.67,1,
660,car,0.44,48,
660,car,0.89,253,
660,car,0.17,270,
660,car,0.66,281,
661,car,0.70,1,
661,car,0.44,48,
661,car,0.90,253,
661,car,0.12,270,
661,car,0.64,281,
662,car,0.73,1,
662,car,0.44,48,
662,car,0.87,253,
662,car,0.11,270,
662,car,0.65,281,
663,car,0.74,1,
663,car,0.46,48,
663,car,0.86,253,
663,car,0.11,270,
663,car,0.69,281,
664,car,0.74,1,
664,car,0.43,48,
664,car,0.87,253,
664,car,0.16,270,
664,car,0.67,281,
665,car,0.75,1,
665,car,0.45,48,
665,car,0.87,253,
665,car,0.17,270,
665,car,0.76,281,
666,car,0.77,1,
666,car,0.41,48,
666,car,0.90,253,
666,car,0.16,270,
666,car,0.75,281,
667,car,0.77,1,
667,car,0.41,48,
667,car,0.89,253,
667,car,0.10,270,
667,car,0.73,281,
668,car,0.76,1,
668,car,0.35,48,
668,car,0.88,253,
668,car,0.12,270,
668,car,0.74,281,
669,car,0.73,1,
669,car,0.41,48,
669,car,0.89,253,
669,car,0.71,281,
670,car,0.72,1,
670,car,0.42,48,
670,car,0.91,253,
670,car,0.75,281,
671,car,0.74,1,
671,car,0.38,48,
671,car,0.91,253,
671,car,0.76,281,
672,car,0.72,1,
672,car,0.37,48,
672,car,0.91,253,
672,car,0.75,281,
672,car,0.35,298,
673,car,0.65,1,
673,car,0.34,48,
673,car,0.89,253,
673,car,0.72,281,
673,car,0.33,298,
674,car,0.70,1,
674,car,0.36,48,
674,car,0.90,253,
674,car,0.73,281,
674,car,0.35,298,
675,car,0.76,1,
675,car,0.41,48,
675,car,0.88,253,
675,car,0.77,281,
675,car,0.33,298,
676,car,0.76,1,
676,car,0.43,48,
676,car,0.89,253,
676,car,0.80,281,
676,car,0.32,298,
677,car,0.76,1,
677,car,0.44,48,
677,car,0.89,253,
677,car,0.79,281,
677,car,0.31,298,
678,car,0.76,1,
678,car,0.48,48,
678,car,0.90,253,
678,car,0.77,281,
678,car,0.44,298,
679,car,0.77,1,
679,car,0.49,48,
679,car,0.92,253,
679,car,0.79,281,
679,car,0.41,298,
680,car,0.77,1,
680,car,0.49,48,
680,car,0.91,253,
680,car,0.79,281,
680,car,0.38,298,
681,car,0.78,1,
681,car,0.47,48,
681,car,0.91,253,2303 H
681,car,0.79,281,
681,car,0.35,298,
682,car,0.77,1,
682,car,0.48,48,
682,car,0.92,253,
682,car,0.78,281,
682,car,0.39,298,
683,car,0.78,1,
683,car,0.44,48,
683,car,0.91,253,
683,car,0.78,281,
683,car,0.24,298,
684,car,0.76,1,
684,car,0.49,48,
684,car,0.91,253,
684,car,0.76,281,
684,car,0.27,298,
685,car,0.77,1,
685,car,0.49,48,
685,car,0.91,253,2203
685,car,0.81,281,
685,car,0.27,298,
686,car,0.77,1,
686,car,0.48,48,
686,car,0.92,253,
686,car,0.80,281,
686,car,0.28,298,
687,car,0.77,1,
687,car,0.47,48,
687,car,0.91,253,20N7
687,car,0.79,281,
687,car,0.27,298,
688,car,0.77,1,
688,car,0.49,48,
688,car,0.91,253,2303
688,car,0.80,281,
688,car,0.27,298,
689,car,0.80,1,
689,car,0.50,48,
689,car,0.91,253,2202HF
689,car,0.80,281,
689,car,0.26,298,
690,car,0.78,1,
690,car,0.46,48,
690,car,0.92,253,
690,car,0.79,281,
690,car,0.24,298,
691,car,0.78,1,
691,car,0.52,48,
691,car,0.93,253,
691,car,0.80,281,
691,car,0.29,298,
691,car,0.41,309,
692,car,0.80,1,
692,car,0.57,48,
692,car,0.93,253,
692,car,0.84,281,
692,car,0.32,298,
692,car,0.41,309,
693,car,0.78,1,
693,car,0.57,48,
693,car,0.92,253,
693,car,0.81,281,
693,car,0.29,298,
693,car,0.42,309,
694,car,0.77,1,
694,car,0.57,48,
694,car,0.93,253,
694,car,0.84,281,
694,car,0.20,298,
694,car,0.43,309,
695,car,0.78,1,
695,car,0.61,48,
695,car,0.93,253,
695,car,0.83,281,
695,car,0.19,298,
695,car,0.46,309,
695,car,0.35,317,
696,car,0.80,1,
696,car,0.58,48,
696,car,0.92,253,
696,car,0.86,281,
696,car,0.19,298,
696,car,0.51,309,
697,car,0.80,1,
697,car,0.58,48,
697,car,0.91,253,
697,car,0.85,281,
697,car,0.21,298,
697,car,0.47,309,
697,car,0.38,319,
697,car,0.37,320,
698,car,0.80,1,
698,car,0.56,48,
698,car,0.92,253,
698,car,0.84,281,
698,car,0.21,298,
698,car,0.42,309,
698,car,0.36,319,
698,car,0.34,320,
698,car,0.29,317,
699,car,0.80,1,
699,car,0.51,48,
699,car,0.90,253,
699,car,0.83,281,
699,car,0.22,298,
699,car,0.40,309,
699,car,0.32,320,
699,car,0.29,317,
700,car,0.79,1,
700,car,0.53,48,
700,car,0.90,253,
700,car,0.77,281,
700,car,0.20,298,
700,car,0.38,309,
700,car,0.34,320,
700,car,0.30,317,
701,car,0.80,1,
701,car,0.52,48,
701,car,0.89,253,
701,car,0.75,281,
701,car,0.21,298,
701,car,0.35,309,
701,car,0.39,320,
701,car,0.29,317,
702,car,0.80,1,
702,car,0.56,48,
702,car,0.89,253,
702,car,0.75,281,
702,car,0.19,298,
702,car,0.37,309,
702,car,0.49,320,
702,car,0.28,317,
703,car,0.81,1,
703,car,0.55,48,
703,car,0.88,253,
703,car,0.80,281,
703,car,0.17,298,
703,car,0.34,309,
703,car,0.49,320,
703,car,0.26,317,
704,car,0.81,1,
704,car,0.52,48,
704,car,0.89,253,
704,car,0.78,281,
704,car,0.17,298,
704,car,0.28,309,
704,car,0.42,320,
704,car,0.20,317,
705,car,0.81,1,
705,car,0.51,48,
705,car,0.87,253,
705,car,0.80,281,
705,car,0.15,298,
705,car,0.33,309,
705,car,0.51,320,
705,car,0.22,317,
706,car,0.81,1,
706,car,0.51,48,
706,car,0.88,253,
706,car,0.80,281,
706,car,0.13,298,
706,car,0.25,309,
706,car,0.49,320,
706,car,0.20,317,
707,car,0.82,1,
707,car,0.55,48,
707,car,0.70,253,
707,car,0.69,281,
707,car,0.16,298,
707,car,0.27,309,
707,car,0.53,320,
707,car,0.19,317,
708,car,0.84,1,
708,car,0.57,48,
708,car,0.83,253,
708,car,0.82,281,
708,car,0.17,298,
708,car,0.27,309,
708,car,0.62,320,
709,car,0.84,1,
709,car,0.55,48,
709,car,0.79,281,
709,car,0.18,298,
709,car,0.28,309,
709,car,0.62,320,
710,car,0.83,1,
710,car,0.58,48,
710,car,0.76,281,
710,car,0.19,298,
710,car,0.30,309,
710,car,0.61,320,
711,car,0.82,1,
711,car,0.60,48,
711,car,0.88,281,
711,car,0.20,298,
711,car,0.16,309,
711,car,0.63,320,
712,car,0.83,1,
712,car,0.62,48,
712,car,0.87,281,
712,car,0.17,298,
712,car,0.14,309,
712,car,0.65,320,
713,car,0.82,1,
713,car,0.56,48,
713,car,0.84,281,
713,car,0.17,298,
713,car,0.14,309,
713,car,0.63,320,
714,car,0.81,1,
714,car,0.63,48,
714,car,0.87,281,
714,car,0.16,298,
714,car,0.14,309,
714,car,0.68,320,
715,car,0.81,1,
715,car,0.59,48,
715,car,0.87,281,
715,car,0.13,298,
715,car,0.18,309,
715,car,0.68,320,
716,car,0.77,1,
716,car,0.54,48,
716,car,0.84,281,
716,car,0.15,298,
716,car,0.11,309,
716,car,0.68,320,
717,car,0.81,1,
717,car,0.57,48,
717,car,0.83,281,
717,car,0.11,298,
717,car,0.13,309,
717,car,0.67,320,
718,car,0.81,1,
718,car,0.57,48,
718,car,0.86,281,
718,car,0.14,309,
718,car,0.68,320,
719,car,0.85,1,
719,car,0.55,48,
719,car,0.86,281,
719,car,0.18,309,
719,car,0.77,320,
720,car,0.85,1,
720,car,0.61,48,
720,car,0.87,281,
720,car,0.12,309,
720,car,0.77,320,
721,car,0.85,1,
721,car,0.57,48,
721,car,0.88,281,
721,car,0.78,320,
722,car,0.84,1,
722,car,0.54,48,
722,car,0.87,281,
722,car,0.73,320,
722,car,0.32,338,
723,car,0.84,1,
723,car,0.55,48,
723,car,0.88,281,
723,car,0.74,320,
723,car,0.31,338,
724,car,0.82,1,
724,car,0.53,48,
724,car,0.86,281,
724,car,0.71,320,
724,car,0.35,338,
725,car,0.83,1,
725,car,0.52,48,
725,car,0.86,281,
725,car,0.70,320,
725,car,0.32,338,
726,car,0.82,1,
726,car,0.47,48,
726,car,0.87,281,
726,car,0.68,320,
726,car,0.34,338,
727,car,0.81,1,
727,car,0.52,48,
727,car,0.74,281,
727,car,0.65,320,
727,car,0.26,338,
728,car,0.82,1,
728,car,0.52,48,
728,car,0.66,281,
728,car,0.65,320,
728,car,0.27,338,
729,car,0.83,1,
729,car,0.55,48,
729,car,0.87,281,
729,car,0.67,320,
729,car,0.20,338,
730,car,0.84,1,
730,car,0.45,48,
730,car,0.85,281,
730,car,0.57,320,
730,car,0.22,338,
731,car,0.84,1,
731,car,0.36,48,
731,car,0.82,281,
731,car,0.56,320,
731,car,0.23,338,
732,car,0.84,1,
732,car,0.33,48,
732,car,0.88,281,
732,car,0.55,320,
732,car,0.19,338,
733,car,0.83,1,
733,car,0.36,48,
733,car,0.88,281,
733,car,0.67,320,
733,car,0.23,338,
734,car,0.83,1,
734,car,0.37,48,
734,car,0.87,281,
734,car,0.73,320,
734,car,0.19,338,
735,car,0.84,1,
735,car,0.49,48,
735,car,0.89,281,
735,car,0.71,320,
735,car,0.20,338,
736,car,0.85,1,
736,car,0.50,48,
736,car,0.89,281,
736,car,0.74,320,
736,car,0.22,338,
737,car,0.85,1,
737,car,0.54,48,
737,car,0.89,281,
737,car,0.77,320,
737,car,0.17,338,
738,car,0.86,1,
738,car,0.46,48,
738,car,0.88,281,
738,car,0.74,320,
738,car,0.19,338,
739,car,0.86,1,
739,car,0.45,48,
739,car,0.89,281,
739,car,0.72,320,
739,car,0.20,338,
740,car,0.85,1,
740,car,0.51,48,
740,car,0.90,281,
740,car,0.74,320,
740,car,0.18,338,
741,car,0.84,1,
741,car,0.55,48,
741,car,0.89,281,
741,car,0.72,320,
741,car,0.22,338,
742,car,0.83,1,
742,car,0.53,48,
742,car,0.91,281,
742,car,0.69,320,
742,car,0.24,338,
743,car,0.84,1,
743,car,0.59,48,
743,car,0.90,281,
743,car,0.75,320,
743,car,0.22,338,
743,car,0.36,341,
744,car,0.82,1,
744,car,0.56,48,
744,car,0.90,281,
744,car,0.76,320,
744,car,0.27,338,
744,car,0.35,341,
745,car,0.81,1,
745,car,0.51,48,
745,car,0.90,281,
745,car,0.76,320,
745,car,0.26,338,
745,car,0.33,341,
746,car,0.82,1,
746,car,0.53,48,
746,car,0.90,281,
746,car,0.80,320,
746,car,0.23,338,
746,car,0.33,341,
747,car,0.82,1,
747,car,0.59,48,
747,car,0.89,281,
747,car,0.80,320,
747,car,0.20,338,
747,car,0.43,341,
748,car,0.81,1,
748,car,0.62,48,
748,car,0.90,281,
748,car,0.78,320,
748,car,0.17,338,
749,car,0.81,1,
749,car,0.57,48,
749,car,0.90,281,
749,car,0.76,320,
749,car,0.19,338,
750,car,0.82,1,
750,car,0.56,48,
750,car,0.91,281,
750,car,0.77,320,
750,car,0.16,338,
751,car,0.82,1,
751,car,0.53,48,
751,car,0.92,281,
751,car,0.77,320,
751,car,0.24,338,
752,car,0.81,1,
752,car,0.62,48,
752,car,0.92,281,
752,car,0.77,320,
752,car,0.25,338,
753,car,0.80,1,
753,car,0.57,48,
753,car,0.91,281,
753,car,0.73,320,
753,car,0.22,338,
754,car,0.81,1,
754,car,0.59,48,
754,car,0.90,281,
754,car,0.78,320,
754,car,0.15,338,
755,car,0.81,1,
755,car,0.55,48,
755,car,0.92,281,
755,car,0.80,320,
755,car,0.12,338,
756,car,0.79,1,
756,car,0.50,48,
756,car,0.91,281,
756,car,0.76,320,
756,car,0.16,338,
757,car,0.79,1,
757,car,0.53,48,
757,car,0.90,281,
757,car,0.77,320,
757,car,0.21,338,
758,car,0.74,1,
758,car,0.51,48,
758,car,0.92,281,
758,car,0.76,320,
758,car,0.14,338,
759,car,0.76,1,
759,car,0.55,48,
759,car,0.91,281,
759,car,0.78,320,
759,car,0.14,338,
760,car,0.77,1,
760,car,0.51,48,
760,car,0.92,281,
760,car,0.80,320,
760,car,0.18,338,
761,car,0.76,1,
761,car,0.55,48,
761,car,0.92,281,
761,car,0.77,320,
761,car,0.19,338,
762,car,0.76,1,
762,car,0.54,48,
762,car,0.93,281,
762,car,0.70,320,
762,car,0.23,338,
763,car,0.77,1,
763,car,0.50,48,
763,car,0.92,281,
763,car,0.73,320,
763,car,0.26,338,
764,car,0.79,1,
764,car,0.52,48,
764,car,0.93,281,
764,car,0.78,320,
764,car,0.22,338,
765,car,0.78,1,
765,car,0.53,48,
765,car,0.93,281,
765,car,0.77,320,
765,car,0.19,338,
766,car,0.78,1,
766,car,0.52,48,
766,car,0.94,281,
766,car,0.78,320,
766,car,0.18,338,
767,car,0.78,1,
767,car,0.50,48,
767,car,0.94,281,
767,car,0.78,320,
767,car,0.17,338,
768,car,0.79,1,
768,car,0.54,48,
768,car,0.92,281,
768,car,0.76,320,
768,car,0.15,338,
769,car,0.76,1,
769,car,0.50,48,
769,car,0.92,281,
769,car,0.79,320,
769,car,0.15,338,
770,car,0.78,1,
770,car,0.50,48,
770,car,0.92,281,
770,car,0.80,320,
770,car,0.13,338,
771,car,0.77,1,
771,car,0.47,48,
771,car,0.92,281,
771,car,0.81,320,
771,car,0.15,338,
772,car,0.76,1,
772,car,0.50,48,
772,car,0.91,281,
772,car,0.82,320,
772,car,0.21,338,
773,car,0.77,1,
773,car,0.45,48,
773,car,0.90,281,
773,car,0.84,320,
773,car,0.10,338,
774,car,0.78,1,
774,car,0.39,48,
774,car,0.84,281,
774,car,0.83,320,
774,car,0.10,338,
775,car,0.80,1,
775,car,0.43,48,
775,car,0.84,281,
775,car,0.77,320,
775,car,0.11,338,
775,car,0.34,365,
776,car,0.79,1,
776,car,0.48,48,
776,car,0.78,320,
776,car,0.19,338,
776,car,0.34,365,
777,car,0.78,1,
777,car,0.44,48,
777,car,0.79,320,
777,car,0.16,338,
777,car,0.40,365,
778,car,0.79,1,
778,car,0.45,48,
778,car,0.81,320,
778,car,0.12,338,
778,car,0.38,365,
779,car,0.78,1,
779,car,0.41,48,
779,car,0.82,320,
779,car,0.10,338,
779,car,0.30,365,
780,car,0.77,1,
780,car,0.56,48,
780,car,0.77,320,
780,car,0.20,338,
780,car,0.30,365,
780,car,0.37,372,
781,car,0.76,1,
781,car,0.56,48,
781,car,0.77,320,
781,car,0.20,338,
781,car,0.49,372,
782,car,0.78,1,
782,car,0.53,48,
782,car,0.85,320,
782,car,0.22,338,
782,car,0.47,372,
783,car,0.79,1,
783,car,0.45,48,
783,car,0.88,320,
783,car,0.21,338,
783,car,0.42,372,
784,car,0.78,1,
784,car,0.38,48,
784,car,0.81,320,
784,car,0.17,338,
784,car,0.40,372,
785,car,0.78,1,
785,car,0.41,48,
785,car,0.77,320,
785,car,0.16,338,
785,car,0.39,372,
786,car,0.78,1,
786,car,0.43,48,
786,car,0.73,320,
786,car,0.15,338,
786,car,0.33,372,
787,car,0.79,1,
787,car,0.37,48,
787,car,0.81,320,
787,car,0.11,338,
787,car,0.24,372,
788,car,0.78,1,
788,car,0.36,48,
788,car,0.77,320,
788,car,0.22,372,
789,car,0.83,1,
789,car,0.38,48,
789,car,0.83,320,
789,car,0.23,372,
790,car,0.84,1,
790,car,0.46,48,
790,car,0.83,320,
790,car,0.23,372,
791,car,0.84,1,
791,car,0.43,48,
791,car,0.82,320,
791,car,0.17,372,
792,car,0.84,1,
792,car,0.43,48,
792,car,0.89,320,
792,car,0.17,372,
793,car,0.83,1,
793,car,0.46,48,
793,car,0.92,320,
793,car,0.11,372,
794,car,0.79,1,
794,car,0.45,48,
794,car,0.89,320,
795,car,0.83,1,
795,car,0.43,48,
795,car,0.86,320,
796,car,0.83,1,
796,car,0.41,48,
796,car,0.81,320,
797,car,0.81,1,
797,car,0.34,48,
797,car,0.85,320,
798,car,0.83,1,
798,car,0.34,48,
798,car,0.85,320,
799,car,0.84,1,
799,car,0.36,48,
799,car,0.82,320,
800,car,0.83,1,
800,car,0.36,48,
800,car,0.75,320,
801,car,0.82,1,
801,car,0.40,48,
801,car,0.85,320,
802,car,0.83,1,
802,car,0.46,48,
802,car,0.87,320,
803,car,0.82,1,
803,car,0.43,48,
803,car,0.86,320,
804,car,0.82,1,
804,car,0.45,48,
804,car,0.86,320,
805,car,0.82,1,
805,car,0.41,48,
805,car,0.87,320,
806,car,0.79,1,
806,car,0.40,48,
806,car,0.81,320,
807,car,0.79,1,
807,car,0.42,48,
807,car,0.84,320,
808,car,0.78,1,
808,car,0.36,48,
808,car,0.85,320,
809,car,0.77,1,
809,car,0.37,48,
809,car,0.89,320,
810,car,0.80,1,
810,car,0.45,48,
810,car,0.90,320,
811,car,0.78,1,
811,car,0.39,48,
811,car,0.87,320,
812,car,0.75,1,
812,car,0.39,48,
812,car,0.83,320,
812,car,0.36,379,
813,car,0.77,1,
813,car,0.38,48,
813,car,0.84,320,
813,car,0.38,379,
814,car,0.73,1,
814,car,0.35,48,
814,car,0.89,320,
814,car,0.16,379,
815,car,0.76,1,
815,car,0.32,48,
815,car,0.90,320,
815,car,0.32,379,
816,car,0.78,1,
816,car,0.21,48,
816,car,0.90,320,
816,car,0.25,379,
817,car,0.80,1,
817,car,0.31,48,
817,car,0.89,320,
818,car,0.78,1,
818,car,0.31,48,
818,car,0.90,320,
818,car,0.30,379,
819,car,0.78,1,
819,car,0.27,48,
819,car,0.88,320,
819,car,0.29,379,
820,car,0.77,1,
820,car,0.26,48,
820,car,0.82,320,
820,car,0.29,379,
820,car,0.33,398,
821,car,0.77,1,
821,car,0.12,48,
821,car,0.82,320,
821,car,0.15,379,
821,car,0.31,398,
822,car,0.79,1,
822,car,0.27,48,
822,car,0.87,320,
822,car,0.33,398,
823,car,0.78,1,
823,car,0.28,48,
823,car,0.82,320,
823,car,0.34,398,
824,car,0.76,1,
824,car,0.22,48,
824,car,0.86,320,
824,car,0.27,398,
825,car,0.78,1,
825,car,0.21,48,
825,car,0.88,320,
825,car,0.31,398,
826,car,0.77,1,
826,car,0.27,48,
826,car,0.89,320,
826,car,0.32,398,
827,car,0.77,1,
827,car,0.27,48,
827,car,0.90,320,
827,car,0.33,398,
828,car,0.76,1,
828,car,0.27,48,
828,car,0.89,320,
828,car,0.27,398,
829,car,0.74,1,
829,car,0.20,48,
829,car,0.90,320,
829,car,0.23,398,
830,car,0.74,1,
830,car,0.23,48,
830,car,0.91,320,
830,car,0.22,398,
831,car,0.76,1,
831,car,0.18,48,
831,car,0.91,320,
831,car,0.24,398,
832,car,0.78,1,
832,car,0.14,48,
832,car,0.91,320,
832,car,0.24,398,
833,car,0.78,1,
833,car,0.16,48,
833,car,0.90,320,
833,car,0.21,398,
834,car,0.79,1,
834,car,0.18,48,
834,car,0.91,320,
834,car,0.23,398,
835,car,0.78,1,
835,car,0.19,48,
835,car,0.91,320,
835,car,0.25,398,
836,car,0.78,1,
836,car,0.16,48,
836,car,0.91,320,
836,car,0.27,398,
837,car,0.78,1,
837,car,0.22,48,
837,car,0.92,320,
837,car,0.23,398,
838,car,0.78,1,
838,car,0.17,48,
838,car,0.93,320,
838,car,0.19,398,
839,car,0.77,1,
839,car,0.13,48,
839,car,0.93,320,
839,car,0.19,398,
840,car,0.78,1,
840,car,0.13,48,
840,car,0.93,320,
840,car,0.19,398,
841,car,0.78,1,
841,car,0.11,48,
841,car,0.93,320,
841,car,0.21,398,
842,car,0.77,1,
842,car,0.91,320,
842,car,0.18,398,
843,car,0.76,1,
843,car,0.92,320,
844,car,0.77,1,
844,car,0.92,320,
845,car,0.77,1,
845,car,0.87,320,
846,car,0.77,1,
846,car,0.88,320,
847,car,0.76,1,
847,car,0.89,320,
848,car,0.75,1,
848,car,0.90,320,
849,car,0.74,1,
849,car,0.92,320,
850,car,0.76,1,
850,car,0.91,320,
851,car,0.76,1,
851,car,0.88,320,
852,car,0.75,1,
852,car,0.89,320,
853,car,0.78,1,
853,car,0.59,320,
854,car,0.76,1,
855,car,0.73,1,
855,car,0.47,405,
856,car,0.68,1,
856,car,0.33,405,
857,car,0.69,1,
857,car,0.16,405,
858,car,0.80,1,
858,car,0.17,405,
858,car,0.65,406,
859,car,0.74,1,
859,car,0.10,405,
859,car,0.22,406,
860,car,0.78,1,
860,car,0.10,405,
860,car,0.47,406,
861,car,0.80,1,
861,car,0.53,406,
862,car,0.81,1,
862,car,0.51,406,
862,car,0.55,405,
863,car,0.73,1,
863,car,0.64,406,
864,car,0.79,1,
864,car,0.67,406,
865,car,0.59,1,
865,car,0.41,406,
866,car,0.85,1,
866,car,0.30,406,
867,car,0.77,1,
867,car,0.54,406,
868,car,0.78,1,
868,car,0.31,406,
869,car,0.79,1,
869,car,0.39,406,
870,car,0.80,1,
870,car,0.48,406,
871,car,0.71,1,
871,car,0.32,406,
872,car,0.65,1,
872,car,0.29,406,
873,car,0.77,1,
874,car,0.76,1,
874,car,0.28,406,
875,car,0.74,1,
875,car,0.26,406,
